2023-11-29T15:23:27.581648,x, R:0 L:0 X:1
2023-11-29T15:23:29.886973,x, R:0 L:0 X:2
2023-11-29T15:23:46.751676,r, R:1 L:0 X:2
2023-11-29T15:23:52.553237,l, R:1 L:1 X:2
2023-11-29T15:24:05.678667,x, R:1 L:1 X:3
2023-11-29T15:24:14.263072,l, R:1 L:2 X:3
2023-11-29T15:24:22.540765,r, R:2 L:2 X:3
2023-11-29T15:24:26.838736,x, R:2 L:2 X:4
2023-11-29T15:24:37.519608,r, R:3 L:2 X:4
2023-11-29T15:24:51.301876,r, R:4 L:2 X:4
2023-11-29T15:24:57.515391,l, R:4 L:3 X:4
2023-11-29T15:24:59.148946,r, R:5 L:3 X:4
2023-11-29T15:25:14.456671,x, R:5 L:3 X:5
2023-11-29T15:25:29.372053,r, R:6 L:3 X:5
2023-11-29T15:25:37.038695,l, R:6 L:4 X:5
2023-11-29T15:25:41.418148,l, R:6 L:5 X:5
2023-11-29T15:26:04.815972,r, R:7 L:5 X:5
2023-11-29T15:26:07.058855,x, R:7 L:5 X:6
2023-11-29T15:26:13.252927,l, R:7 L:6 X:6
2023-11-29T15:26:28.099672,r, R:8 L:6 X:6
2023-11-29T15:26:36.105749,x, R:8 L:6 X:7
2023-11-29T15:26:45.009035,x, R:8 L:6 X:8
2023-11-29T15:26:51.495803,l, R:8 L:7 X:8
2023-11-29T15:26:59.170831,r, R:9 L:7 X:8
2023-11-29T15:27:06.514408,l, R:9 L:8 X:8
2023-11-29T15:27:12.772834,r, R:10 L:8 X:8
2023-11-29T15:27:17.840871,l, R:10 L:9 X:8
2023-11-29T15:27:25.809668,x, R:10 L:9 X:9
2023-11-29T15:27:34.696798,x, R:10 L:9 X:10
2023-11-29T15:27:45.132287,x, R:10 L:9 X:11
2023-11-29T15:27:50.841258,l, R:10 L:10 X:11
2023-11-29T15:28:01.261464,r, R:11 L:10 X:11
2023-11-29T15:28:05.928351,x, R:11 L:10 X:12
2023-11-29T15:28:11.643359,r, R:12 L:10 X:12
2023-11-29T15:28:20.497050,l, R:12 L:11 X:12
2023-11-29T15:28:28.686054,r, R:13 L:11 X:12
2023-11-29T15:28:34.289309,x, R:13 L:11 X:13
2023-11-29T15:28:45.329945,x, R:13 L:11 X:14
2023-11-29T15:28:56.606426,l, R:13 L:12 X:14
2023-11-29T15:29:03.375698,r, R:14 L:12 X:14
2023-11-29T15:29:09.972675,l, R:14 L:13 X:14
